year,id,price
2011,UKK,2.3
2011,UKH,2.73
2011,UKF,3.45
2011,UKG,2.79
2011,UKE,2.5899999
2011,UKD,2.5899999
2011,UKC,2.3
2011,UKL,4.0350000999999995
2011,UKM,1.99
2011,UKN,2.5899999
2012,UKI,4.0
2012,UKJ,3.25
2012,UKK,3.49
2012,UKH,3.5
2012,UKF,3.1900001
2012,UKG,3.1099999
2012,UKE,2.5899999
2012,UKD,2.99
2012,UKC,1.99
2012,UKL,4.29
2012,UKM,2.49
2012,UKN,4.25
2013,UKI,4.29
2013,UKJ,3.25
2013,UKK,1.9
2013,UKH,3.44500005
2013,UKF,3.1900001
2013,UKG,3.4000001
2013,UKE,2.5
2013,UKD,3.2
2013,UKC,1.99
2013,UKL,4.25
2013,UKM,1.99
2013,UKN,3.1900001
2014,UKI,3.99
2014,UKJ,3.1099999
2014,UKK,2.5
2014,UKH,3.5
2014,UKF,4.79
2014,UKG,3.75
2014,UKE,2.3499999
2014,UKD,3.25
2014,UKC,2.0
2014,UKL,3.99
2014,UKM,1.99
2014,UKN,2.49
2015,UKI,4.4400001
2015,UKJ,4.5900002
2015,UKK,3.8900001
2015,UKH,3.3
2015,UKF,5.0
2015,UKG,3.49
2015,UKE,2.6900001
2015,UKD,3.3
2015,UKC,4.5
2015,UKL,4.48
2015,UKM,1.99
2015,UKN,1.99
2016,UKI,4.75
2016,UKJ,4.4000001
2016,UKK,3.8900001
2016,UKH,3.5
2016,UKF,4.75
2016,UKG,2.35
2016,UKE,2.3499999
2016,UKD,3.25
2016,UKC,4.75
2016,UKL,3.9000001
2016,UKM,2.9100001
2016,UKN,1.99
2017,UKI,5.0
2017,UKJ,3.8900001
2017,UKK,2.88
2017,UKH,3.25
2017,UKF,4.75
2017,UKG,2.0
2017,UKE,2.3499999
2017,UKD,3.26
2017,UKC,4.5
2017,UKL,3.8900001
2017,UKM,2.5
2017,UKN,2.6500001
2018,UKI,5.0
2018,UKJ,3.8900001
2018,UKK,2.0
2018,UKH,4.5
2018,UKF,4.5
2018,UKG,2.0
2018,UKE,2.3499999
2018,UKD,3.49
2018,UKC,4.5
2018,UKL,4.0
