ATCOCode,ATCOCode_revised,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZBPTHG1,940GZZBPTHG1,lanjtpgt,,,Thornton Gate (Blackpool Tramway),,,,Cumberland Chapel,,Thornton Gate,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331767,443521,-3.039509874,53.88337211,PLT,,,,,,147,2007-03-28T15:47:00,2012-04-02T13:52:00,1,revise,active
9400ZZBPTHG2,940GZZBPTHG2,lanjtmwp,,,Thornton Gate (Blackpool Tramway),,,,Cumberland Chapel,,Thornton Gate,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331761,443521,-3.039601135,53.88337132,PLT,,,,,,147,2007-03-28T12:45:00,2012-04-02T13:52:00,2,revise,active
9400ZZBPTOW,940GZZBPTOW,,,,Tower (Blackpool Tramway),,,,Blackpool Tower,,Promenade,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330578,435886,-3.055866059,53.81460333,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPTOW1,940GZZBPTOW1,blpamgaj,,,Tower (Blackpool Tramway),,,,Blackpool Tower,,Promenade,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330581,435886,-3.055820503,53.81460374,PLT,,,,,,147,2007-03-28T10:22:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPTOW2,940GZZBPTOW2,blpamgwa,,,Tower (Blackpool Tramway),,,,Blackpool Tower,,Promenade,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330575,435886,-3.055911614,53.81460293,PLT,,,,,,147,2007-03-28T14:08:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPVIC,940GZZBPVIC,,,,Victoria Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Victoria Street,,,,,,,E0057144,Blackpool,,,,,,,1,UKOS,330588,436083,-3.055758713,53.81637499,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:55:00,1,revise,inactive
9400ZZBPVIC1,940GZZBPVIC1,blpamgap,,,Victoria Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Victoria Street,,,,,,,E0057144,Blackpool,,,,,,,1,UKOS,330571,436083,-3.056016872,53.81637272,PLT,,,,,,147,2007-03-28T10:43:00,2012-04-04T12:56:00,2,revise,inactive
9400ZZBPVIC2,940GZZBPVIC2,blpamgwg,,,Victoria Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Victoria Street,,,,,,,E0057144,Blackpool,,,,,,,1,UKOS,330559,436064,-3.056194808,53.81620037,PLT,,,,,,147,2007-03-28T14:13:00,2012-04-04T12:56:00,1,revise,inactive
9400ZZBPVTA,940GZZBPVTA,,,,Victoria Street (Blackpool Tramway),,,,Adelaide Street,,Victoria Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333862,448114,-3.008638385,53.92491844,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T16:09:00,3,revise,active
9400ZZBPVTA1,940GZZBPVTA1,lanjtpam,,,Victoria Street (Blackpool Tramway),,,,Adelaide Street,,Victoria Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333866,448114,-3.008577483,53.92491896,PLT,,,,,,147,2007-03-28T12:51:00,2012-04-02T16:09:00,4,revise,active
9400ZZBPVTA2,940GZZBPVTA2,lanjtpjd,,,Victoria Street (Blackpool Tramway),,,,Adelaide Street,,Victoria Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333859,448114,-3.008684061,53.92491806,PLT,,,,,,147,2007-03-28T15:54:00,2012-04-02T16:09:00,3,revise,active
9400ZZBPWBN,940GZZBPWBN,,,,Westbourne Road (not in use) (Blackpool Tramway),,,,A587 Broadway,,Westbourne Road,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331750,444380,-3.039960099,53.89108914,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:56:00,1,revise,inactive
9400ZZBPWBN1,940GZZBPWBN1,lanjtpjt,,,Westbourne Road (not in use) (Blackpool Tramway),,,,A587 Broadway,,Westbourne Road,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331759,444393,-3.039826082,53.89120714,PLT,,,,,,147,2007-03-28T16:00:00,2012-04-04T12:57:00,1,revise,inactive
9400ZZBPWBN2,940GZZBPWBN2,lanjtpda,,,Westbourne Road (not in use) (Blackpool Tramway),,,,A587 Broadway,,Westbourne Road,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331751,444380,-3.039944886,53.89108927,PLT,,,,,,147,2007-03-28T12:58:00,2012-04-04T12:57:00,2,revise,inactive
9400ZZBPWML,940GZZBPWML,,,,Westmorland Avenue (closed) (Blackpool Tramway),,,,A587 Rossall Road,,Westmoreland Ave,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331718,443778,-3.040312529,53.88567514,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:58:00,1,revise,inactive
9400ZZBPWML1,940GZZBPWML1,lanjtpjw,,,Westmorland Avenue (closed) (Blackpool Tramway),,,,A587 Rossall Road,,Westmoreland Ave,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331734,443801,-3.040074285,53.88588394,PLT,,,,,,147,2007-03-28T16:02:00,2012-04-04T12:58:00,1,revise,inactive
9400ZZBPWML2,940GZZBPWML2,lanjtpdg,,,Westmorland Avenue (closed) (Blackpool Tramway),,,,A587 Rossall Road,,Westmoreland Ave,,,,,,,E0016587,Rossall Beach,Cleveleys,,,,,,0,UKOS,331730,443772,-3.040128658,53.88562281,PLT,,,,,,147,2007-03-28T12:59:00,2012-04-04T12:58:00,1,revise,inactive
9400ZZBPWST,940GZZBPWST,,,,West Drive (Blackpool Tramway),,,,Masonic Hall,,West Drive,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331794,443184,-3.039024083,53.88034727,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T13:56:00,1,revise,active
9400ZZBPWST1,940GZZBPWST1,lanjtpja,,,West Drive (Blackpool Tramway),,,,Masonic Hall,,West Drive,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331797,443184,-3.038978456,53.88034766,PLT,,,,,,147,2007-03-28T15:51:00,2012-04-02T13:57:00,1,revise,active
9400ZZBPWST2,940GZZBPWST2,lanjtpad,,,West Drive (Blackpool Tramway),,,,Masonic Hall,,West Drive,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331791,443184,-3.03906971,53.88034687,PLT,,,,,,147,2007-03-28T12:48:00,2012-04-02T13:57:00,2,revise,active
9400ZZBPWTL,940GZZBPWTL,,,,Waterloo Road (Blackpool Tramway),,,,Promenade,,Waterloo Road,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330551,434155,-3.055884986,53.79904424,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPWTL1,940GZZBPWTL1,blpamgmp,,,Waterloo Road (Blackpool Tramway),,,,Promenade,,Waterloo Road,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330554,434155,-3.055839448,53.79904464,PLT,,,,,,147,2007-03-28T11:40:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPWTL2,940GZZBPWTL2,blpamjgj,,,Waterloo Road (Blackpool Tramway),,,,Promenade,,Waterloo Road,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330548,434155,-3.055930525,53.79904384,PLT,,,,,,147,2007-03-28T15:18:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPWTP,940GZZBPWTP,,,,Wilton Parade (Blackpool Tramway),,,,Queens Promenade,,Wilton Parade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330615,437352,-3.055635392,53.82778233,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T13:59:00,1,revise,active
9400ZZBPWTP1,940GZZBPWTP1,blpamgdj,,,Wilton Parade (Blackpool Tramway),,,,Queens Promenade,,Wilton Parade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330617,437352,-3.055605012,53.8277826,PLT,,,,,,147,2007-03-28T10:57:00,2012-04-02T14:00:00,2,revise,active
9400ZZBPWTP2,940GZZBPWTP2,blpamjad,,,Wilton Parade (Blackpool Tramway),,,,Queens Promenade,,Wilton Parade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330612,437352,-3.055680961,53.82778193,PLT,,,,,,147,2007-03-28T14:39:00,2012-04-02T14:00:00,1,revise,active
9400ZZBPWYR,940GZZBPWYR,,,,Warley Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Warley Road,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330618,437673,-3.055662371,53.83066736,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:58:00,1,revise,inactive
9400ZZBPWYR1,940GZZBPWYR1,blpamgdg,,,Warley Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Warley Road,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330619,437673,-3.05564718,53.83066749,PLT,,,,,,147,2007-03-28T10:54:00,2012-04-04T12:59:00,2,revise,inactive
9400ZZBPWYR2,940GZZBPWYR2,blpamgwt,,,Warley Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Warley Road,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330604,437673,-3.055875045,53.83066549,PLT,,,,,,147,2007-03-28T14:37:00,2012-04-04T13:00:00,2,revise,inactive
9400ZZBVAYL,940GZZBVAYL,,,,Aylsham (Bure Valley Railway),,,,,,-,,,,,,,E0048440,Aylsham,,,,,,,0,UKOS,619560,326495,1.254881888,52.7913299,MET,,,,,,147,2008-10-14T13:58:00,2008-10-14T14:34:00,2,revise,active
9400ZZBVAYL1,940GZZBVAYL1,,,,Aylsham (Bure Valley Railway),,,,,,-,,,,,,,E0048440,Aylsham,,,,,,,0,UKOS,619561,326496,1.254897363,52.79133846,PLT,,,,,,147,2010-04-08T18:09:00,2010-04-08T18:14:00,1,revise,active
9400ZZBVWXM,940GZZBVWXM,,,,Wroxham (Bure Valley Railway),,,,,,-,,,,,,,E0048675,Hoveton,Wroxham,,,,,,0,UKOS,630311,318591,1.408484051,52.715926,MET,,,,,,147,2008-10-14T14:01:00,2012-09-03T10:39:00,5,revise,active
9400ZZBVWXM1,940GZZBVWXM1,,,,Wroxham (Bure Valley Railway),,,,,,-,,,,,,,E0048675,Hoveton,Wroxham,,,,,,0,UKOS,630323,318689,1.408730003,52.71680032,PLT,,,,,,147,2010-04-08T18:12:00,2012-09-03T10:41:00,4,revise,active
9400ZZBWBDG,940GZZBWBDG,,,,Bodmin General (Bodmin & Wenford Railway),,,,,,-,,,,,,,E0044554,Bodmin,,,,,,,0,UKOS,207325,66366,-4.716238112,50.46539012,MET,,,,,,147,2008-10-10T15:31:00,2008-10-10T16:53:00,1,revise,active
9400ZZBWBDP,940GZZBWBDP,,,,Bodmin Parkway (Bodmin and Wenford Railway),,,,,,,,,,,,,E0044554,Bodmin,,,Bodmin,,,,,UKOS,211114,64128,-4.661781904,50.44651865,MET,,,,,,147,2018-04-30T10:22:46,2018-04-30T10:22:46,1,new,active
9400ZZBWBDP1,940GZZBWBDP1,,,,Bodmin Parkway (Bodmin and Wenford Railway),,,,,,,,,,Platform 1,,,E0044554,Bodmin,,,Bodmin,,,,,UKOS,211114,64128,-4.661781904,50.44651865,PLT,,,,,,147,2018-04-30T10:22:46,2018-04-30T10:22:46,1,new,active
9400ZZBWBOS,940GZZBWBOS,,,,Boscarne Junction (Bodmin and Wenford Railway),,,,,,,,,,,,,E0003612,Dunmere,Bodmin,,Dunmere,,,,,UKOS,204155,67436,-4.761410413,50.47395094,MET,,,,,,147,2018-04-30T10:22:46,2018-04-30T10:22:46,1,new,active
9400ZZBWBOS1,940GZZBWBOS1,,,,Boscarne Junction (Bodmin and Wenford Railway),,,,,,,,,,Platform 1,,,E0003612,Dunmere,Bodmin,,Dunmere,,,,,UKOS,204155,67436,-4.761410413,50.47395094,PLT,,,,,,147,2018-05-07T10:42:41,2018-05-07T10:42:41,1,new,active
9400ZZBWCOL,940GZZBWCOL,,,,Colesloggett Halt (Bodmin and Wenford Railway),,,,,,,,,,,,,E0044554,Bodmin,,,Turfdown,,,,,UKOS,210288,65636,-4.674166683,50.45979885,MET,,,,,,147,2018-04-30T10:22:46,2018-04-30T10:22:46,1,new,active
9400ZZBWCOL1,940GZZBWCOL1,,,,Colesloggett Halt (Bodmin and Wenford Railway),,,,,,,,,,Platform 1,,,E0044554,Bodmin,,,Turfdown,,,,,UKOS,210288,65636,-4.674166683,50.45979885,PLT,,,,,,147,2018-04-30T10:22:46,2018-04-30T10:22:46,1,new,active
9400ZZCABCH,940GZZCABCH,,,,Brechin (Caledonian Railway),,,,,,-,,,,,,,ES000450,Brechin,,,,,,,0,UKOS,360197,760166,-2.6521384,56.73144483,MET,,,,,,147,2008-10-10T15:49:00,2008-10-10T16:54:00,1,revise,active
9400ZZCABOD,940GZZCABOD,,,,Bridge of Dun (Caledonian Railway),,,,,,-,,,,,,,N0067017,Bridge of Dun,,,,,,,0,UKOS,366430,758750,-2.550088788,56.71921608,MET,,,,,,147,2008-10-10T15:50:00,2008-10-10T16:55:00,1,revise,active
9400ZZCRADD,940GZZCRADD,,,,Addiscombe Tram Stop,,,,Tennis Club,,Off Bingham Road,,,,,,,E0034214,Addiscombe,Croydon,,,,,,0,UKOS,534188,166290,-0.073241922,51.37981035,MET,,,,,,147,2005-09-26T00:00:00,2010-06-04T18:24:00,1,revise,active
9400ZZCRADD1,940GZZCRADD1,,,,Addiscombe Tram Stop,,,,,,-,,,,,,,E0034214,Addiscombe,Croydon,,,,,,0,UKOS,534201,166284,-0.073057503,51.37975336,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRADD2,940GZZCRADD2,,,,Addiscombe Tram Stop,,,,,,-,,,,,,,E0034214,Addiscombe,Croydon,,,,,,0,UKOS,534204,166284,-0.073014422,51.37975265,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRADV,940GZZCRADV,,,,Addington Village Tram Stop,,,,Lodge Lane,,Kent Gate Way,,,,,,,E0034213,Addington,London,,,,,,1,UKOS,537080,163744,-0.032693722,51.35624073,MET,,,,,,147,2006-11-17T00:00:00,2006-11-17T00:00:00,0,new,active
9400ZZCRADV1,940GZZCRADV1,,,,Addington Village Tram Stop,,,,,,-,,,,20033,,,E0034213,Addington,London,,,,,,0,UKOS,537085,163784,-0.032606559,51.35659898,PLT,,,,,,147,2006-11-17T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRADV2,940GZZCRADV2,,,,Addington Village Tram Stop,,,,,,-,,,,,,,E0034213,Addington,London,,,,,,0,UKOS,537085,163755,-0.032617724,51.35633837,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRAMP,940GZZCRAMP,,,,Ampere Way Tram Stop,,,,Newman Road Industrial Est,,Ampere Way,,,,,,,N0075216,Broad Green,Croydon,,,,,,1,UKOS,530673,166476,-0.12365108,51.38230116,MET,,,,,,147,2006-11-17T00:00:00,2011-11-24T16:53:00,3,revise,active
9400ZZCRAMP1,940GZZCRAMP1,,,,Ampere Way Tram Stop,,,,,,-,,,,,,,N0075216,Broad Green,Croydon,,,,,,0,UKOS,530673,166469,-0.123653653,51.38223825,PLT,,,,,,147,2006-11-17T00:00:00,2011-11-24T16:53:00,4,revise,active
9400ZZCRAMP2,940GZZCRAMP2,,,,Ampere Way Tram Stop,,,,,,-,,,,,,,N0075216,Broad Green,Croydon,,,,,,0,UKOS,530668,166465,-0.12372693,51.38220345,PLT,,,,,,147,2006-11-17T00:00:00,2011-11-24T16:53:00,5,revise,active
9400ZZCRARA,940GZZCRARA,,,,Arena Tram Stop,,,,Arena Golf Drivng Range,,Off Albert Road,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,535190,167620,-0.058347195,51.39152484,MET,,,,,,147,2005-09-26T00:00:00,2010-07-05T18:40:00,2,revise,active
9400ZZCRARA1,940GZZCRARA1,,,,Arena Tram Stop,,,,,,-,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,535194,167602,-0.058296589,51.39136213,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRARA2,940GZZCRARA2,,,,Arena Tram Stop,,,,,,-,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,535194,167591,-0.058300774,51.39126328,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRAVE,940GZZCRAVE,,,,Avenue Road Tram Stop,,,,Avenue Road,,Avenue Road,,,,,,,N0065189,Penge & Sydenham,London,,,,,,0,UKOS,535762,169335,-0.049475592,51.40680009,MET,,,,,,147,2005-09-26T00:00:00,2010-07-05T17:36:00,2,revise,active
9400ZZCRAVE1,940GZZCRAVE1,,,,Avenue Road Tram Stop,,,,,,-,,,,20043,,,N0065189,Penge & Sydenham,London,,,,,,0,UKOS,535788,169362,-0.049091683,51.4070365,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRAVE2,940GZZCRAVE2,,,,Avenue Road Tram Stop,,,,,,-,,,,,,,N0065189,Penge & Sydenham,London,,,,,,0,UKOS,535788,169341,-0.049099715,51.40684779,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRBED,940GZZCRBED,,,,Beddington Lane Tram Stop,,,,Transport Depot,,Off Beddington Lane,,,,,,,E0034811,Beddington Corner,London,,,,,,0,UKOS,529365,167215,-0.142167082,51.38924181,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:14:00,1,revise,active
9400ZZCRBED1,940GZZCRBED1,,,,Beddington Lane Tram Stop,,,,,,-,,,,,,,E0034811,Beddington Corner,London,,,,,,0,UKOS,529348,167221,-0.142409082,51.38929961,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRBED2,940GZZCRBED2,,,,Beddington Lane Tram Stop,,,,,,-,,,,,,,E0034811,Beddington Corner,London,,,,,,0,UKOS,529348,167218,-0.142410174,51.38927265,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRBEK,940GZZCRBEK,,,,Beckenham Junction Tram Stop,,,,Opposite Superstore,,Rectory Road,,,,,,,E0034069,Beckenham,London,,,,,,1,UKOS,537355,169815,-0.026401072,51.41073027,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:12:00,2,revise,active
9400ZZCRBEK1,940GZZCRBEK1,,,,Beckenham Junction Tram Stop,,,,,,-,,,,,,,E0034069,Beckenham,London,,,,,,0,UKOS,537369,169840,-0.026190222,51.41095154,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRBEK2,940GZZCRBEK2,,,,Beckenham Junction Tram Stop,,,,,,-,,,,,,,E0034069,Beckenham,London,,,,,,0,UKOS,537369,169840,-0.026190222,51.41095154,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRBGV,940GZZCRBGV,,,,Belgrave Walk Tram Stop,,,,Belgrave Walk,,Belgrave Walk,,,,,,,N0060477,Morden,London,,,,,,0,UKOS,526804,168455,-0.178510762,51.40096328,MET,,,,,,147,2006-11-17T00:00:00,2006-11-17T00:00:00,0,new,active
9400ZZCRBGV1,940GZZCRBGV1,,,,Belgrave Walk Tram Stop,,,,,,-,,,,,,,N0060477,Morden,London,,,,,,0,UKOS,526686,168314,-0.180256453,51.39972245,PLT,,,,,,147,2006-11-17T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRBGV2,940GZZCRBGV2,,,,Belgrave Walk Tram Stop,,,,,,-,,,,,,,N0060477,Morden,London,,,,,,0,UKOS,526852,168497,-0.177806109,51.40133002,PLT,,,,,,147,2006-11-17T00:00:00,2010-03-01T13:49:00,3,revise,active
9400ZZCRBIR,940GZZCRBIR,,,,Birkbeck Tram Stop,,,,Crematorium,,Elmers End Road,,,,,,,E0034067,Anerley,London,,,,,,1,UKOS,535332,168986,-0.055787097,51.4037665,MET,,,,,,147,2006-11-17T00:00:00,2006-11-17T00:00:00,0,new,active
9400ZZCRBIR1,940GZZCRBIR1,,,,Birkbeck Tram Stop,,,,,,-,,,,,,,E0034067,Anerley,London,,,,,,0,UKOS,535312,169017,-0.056062636,51.40404985,PLT,,,,,,147,2006-11-17T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRBLA,940GZZCRBLA,,,,Blackhorse Lane Tram Stop,,,,School,,Dalmally Road,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,534360,166845,-0.070562212,51.38475724,MET,,,,,,147,2005-09-26T00:00:00,2011-11-14T14:21:00,2,revise,active
9400ZZCRBLA1,940GZZCRBLA1,,,,Blackhorse Lane Tram Stop,,,,,,-,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,534360,166844,-0.07056259,51.38474825,PLT,,,,,,147,2006-02-15T00:00:00,2011-11-14T14:22:00,3,revise,active
9400ZZCRBLA2,940GZZCRBLA2,,,,Blackhorse Lane Tram Stop,,,,,,-,,,,,,,E0034246,Woodside,London,,,,,,0,UKOS,534360,166387,-0.070735305,51.3806414,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRBRD,940GZZCRBRD,,,,Beckenham Road Tram Stop,,,,Opp Churchfield Road,,Beckenham Road,,,,,,,N0065189,Penge & Sydenham,London,,,,,,0,UKOS,536175,169650,-0.043420578,51.40953187,MET,,,,,,147,2005-09-26T00:00:00,2010-07-05T17:37:00,1,revise,active
9400ZZCRBRD1,940GZZCRBRD1,,,,Beckenham Road Tram Stop,,,,,,-,,,,,,,N0065189,Penge & Sydenham,London,,,,,,0,UKOS,536214,169663,-0.042855186,51.40963933,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRCEN,940GZZCRCEN,,,,George Street Tram Stop,,,,Alrinshouse Superstore,,George Street,,,,,,,N0060493,Croydon,London,,,,,,1,UKOS,532430,165595,-0.098746369,51.37397706,MET,,,,,,147,2005-09-26T00:00:00,2012-03-13T13:32:00,4,revise,active
9400ZZCRCEN1,940GZZCRCEN1,,,,George Street Tram Stop,,,,Alrinshouse Superstore,,George Street,,,,,,,N0060493,Croydon,London,,,,,,1,UKOS,532430,165577,-0.098753071,51.3738153,PLT,,,,,,147,2006-02-27T00:00:00,2012-03-13T13:33:00,5,revise,active
9400ZZCRCHR,940GZZCRCHR,,,,Church Street Tram Stop,,,,Old Palace Road,,Church Street,,,,,,,N0060493,Croydon,London,,,,,,1,UKOS,532040,165555,-0.104361107,51.37370833,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:20:00,1,revise,active
9400ZZCRCHR1,940GZZCRCHR1,,,,Church Street Tram Stop,,,,,,-,,,,,,,N0060493,Croydon,London,,,,,,0,UKOS,532066,165563,-0.103984812,51.37377419,PLT,,,,,,147,2006-02-27T00:00:00,2007-11-13T14:00:00,3,revise,active
9400ZZCRCOO,940GZZCRCOO,,,,Coombe Lane Tram Stop,,,,Gravel Hill Water Tower,,Coombe Lane,,,,,,,N0075256,Upper Shirley,London,,,,,,0,UKOS,535199,164089,-0.059560197,51.3597914,MET,,,,,,147,2006-11-17T00:00:00,2006-11-17T00:00:00,0,new,active
9400ZZCRCOO1,940GZZCRCOO1,,,,Coombe Lane Tram Stop,,,,,,-,,,,,,,N0075256,Upper Shirley,London,,,,,,0,UKOS,535264,164100,-0.058623015,51.35987479,PLT,,,,,,147,2006-11-17T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRCOO2,940GZZCRCOO2,,,,Coombe Lane Tram Stop,,,,,,-,,,,,,,N0075256,Upper Shirley,London,,,,,,0,UKOS,535223,164063,-0.05922558,51.35955204,PLT,,,,,,147,2006-11-17T00:00:00,2010-03-01T13:48:00,3,revise,active
9400ZZCRCTR,940GZZCRCTR,,,,Centrale Tram Stop,,,,,,Tamworth Road,,,,,,,N0060493,Croydon,London,,,,,,0,UKOS,532065,165785,-0.103916741,51.37576947,MET,,,,,,147,2006-02-27T00:00:00,2010-09-06T15:26:00,2,revise,active
9400ZZCRCTR1,940GZZCRCTR1,,,,Centrale Tram Stop,,,,,,Tamworth Road,,,,Platform 1,,,N0060493,Croydon,London,,,,,,0,UKOS,532098,165837,-0.103423572,51.37622911,PLT,,,,,,147,2006-03-01T00:00:00,2010-09-06T15:26:00,1,revise,active
9400ZZCRDDR,940GZZCRDDR,,,,Dundonald Road Tram Stop,,,,Fabrications Works,,Dundonald Road,,,,,,,E0034695,Wimbledon,London,,,,,,0,UKOS,524730,170250,-0.207679162,51.41755471,MET,,,,,,147,2005-09-26T00:00:00,2010-07-05T18:39:00,1,revise,active
9400ZZCRDDR1,940GZZCRDDR1,,,,Dundonald Road Tram Stop,,,,,,-,,,,20027,,,E0034695,Wimbledon,London,,,,,,0,UKOS,524732,170256,-0.207648307,51.4176082,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRDDR2,940GZZCRDDR2,,,,Dundonald Road Tram Stop,,,,,,-,,,,,,,E0034695,Wimbledon,London,,,,,,0,UKOS,524728,170256,-0.207705799,51.41760908,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRECR,940GZZCRECR,,,,East Croydon Tram Stop,,,,NLA Tower,,George Street,,,,,,,N0060493,Croydon,London,,,,,,1,UKOS,532868,165705,-0.092416207,51.37486336,MET,,,,,,147,2005-09-26T00:00:00,2007-11-08T13:00:00,1,revise,active
9400ZZCRECR1,940GZZCRECR1,,,,East Croydon Tram Stop,,,,,,-,,,,,,,N0060493,Croydon,London,,,,,,0,UKOS,532868,165704,-0.092416581,51.37485437,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZCRECR2,940GZZCRECR2,,,,East Croydon Tram Stop,,,,,,-,,,,,,,N0060493,Croydon,London,,,,,,0,UKOS,532868,165699,-0.092418448,51.37480944,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRECR3,940GZZCRECR3,,,,East Croydon Tram Stop,,,,,,-,,,,,,,N0060493,Croydon,London,,,,,,0,UKOS,532870,165699,-0.092389731,51.37480897,PLT,,,,,,147,2017-09-28T00:00:00,2017-09-28T00:00:00,0,new,active
9400ZZCRELM,940GZZCRELM,,,,Elmers End Tram Stop,,,,Sports Ground,,Off Elmers End Road,,,,,,,N0065151,Elmers End,London,,,,,,1,UKOS,535781,168409,-0.049556665,51.39847414,MET,,,,,,147,2006-11-17T00:00:00,2014-02-03T14:23:00,1,revise,active
