ATCOCode,ATCOCode_revised,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZWMPI,940GZZWMPI,,,,Pipers Row (Midland Metro Stop),,,,,,Pipers Row,,,,,,,E0057945,Wolverhampton,,,,,,,1,UKOS,391778,298610,-2.1227781,52.5852367,MET,,,,,,147,2023-12-04T14:29:00,2024-01-05T13:13:00,1,revise,active
9400ZZWMWR,940GZZWMWR,,,,Wolverhampton Station (Midland Metro Stop),,,,,,Railway Drive,,,,,,,E0057945,Wolverhampton,,,,,,,1,UKOS,391993,298832,-2.1196118,52.5872341,MET,,,,,,147,2023-12-04T14:29:00,2024-01-05T13:13:00,1,revise,active
9400ZZWMPI1,940GZZWMPI1,nwmwjatw,,,Pipers Row (Midland Metro Stop),,,,,,Pipers Row,,,,Platform 1,,,E0057945,Wolverhampton,,,,,,,0,UKOS,391776,298608,-2.1228074,52.5852164,PLT,,,,,,147,2023-12-04T14:29:00,2024-01-05T13:13:00,1,revise,active
9400ZZWMPI2,940GZZWMPI2,nwmwjawa,,,Pipers Row (Midland Metro Stop),,,,,,Pipers Row,,,,Platform 2,,,E0057945,Wolverhampton,,,,,,,0,UKOS,391781,298612,-2.1227444,52.5852473,PLT,,,,,,147,2023-12-04T14:29:00,2024-01-05T13:13:00,1,revise,active
9400ZZWMWR1,940GZZWMWR1,nwmwjawd,,,Wolverhampton Station (Midland Metro Stop),,,,,,Railway Drive,,,,Platform 1,,,E0057945,Wolverhampton,,,,,,,0,UKOS,391997,298833,-2.119558,52.5872444,PLT,,,,,,147,2023-12-04T14:29:00,2024-01-05T13:13:00,1,revise,active
9400ZZALGWP,940GZZALGWP,,,,IFS Cloud Greenwich Peninsula,,,,,,East Parkside,,,,,,,N0077702,North Greenwich,London,,,,,,0,UKOS,539500,179760,0.008339807,51.49957304,MET,,,,,,147,2012-03-21T14:29:00,2022-07-14T13:13:00,4,revise,active
9400ZZALGWP1,940GZZALGWP1,,,,IFS Cloud Greenwich Peninsula,,,,,,East Parkside,,,,,,,N0077702,North Greenwich,London,,,,,,0,UKOS,539502,179758,0.008367812,51.49955458,PLT,,,,,,147,2012-03-21T14:32:00,2022-07-14T13:16:00,4,revise,active
9400ZZALRDK,940GZZALRDK,,,,IFS Cloud Royal Docks,,,,,,Western Gateway,,,,,,,N0077713,Royal Victoria,London,,,,,,0,UKOS,540121,180690,0.017649524,51.50777645,MET,,,,,,147,2012-03-21T14:19:00,2022-07-14T11:49:00,3,revise,active
9400ZZALRDK1,940GZZALRDK1,,,,IFS Cloud Royal Docks,,,,,,Western Gateway,,,,,,,N0077713,Royal Victoria,London,,,,,,0,UKOS,540121,180685,0.017647539,51.50773152,PLT,,,,,,147,2012-03-21T14:21:00,2022-07-14T11:50:00,3,revise,active
9400ZZARAIL,940GZZARAIL,nwmgwmt,,,Birmingham Intl Rail Station (Air-Rail Link),,,,,,-,,,,,,,N0077792,Birmingham Airport,Solihull,,,,,,0,UKOS,418707,283647,-1.72616778,52.45046607,MET,,,,,,147,2013-10-15T16:06:00,2013-11-06T09:45:00,2,revise,active
9400ZZARAIL1,940GZZARAIL1,,,,Birmingham Intl Rail Station (Air-Rail Link),,,,,,-,,,,,,,N0077792,Birmingham Airport,Solihull,,,,,,0,UKOS,418706,283648,-1.726182439,52.45047509,PLT,,,,,,147,2013-10-15T16:07:00,2013-10-15T16:08:00,1,revise,active
9400ZZARAIR,940GZZARAIR,nwmwgwpa,,,Birmingham International Airport (Air-Rail link),,,,,,-,,,,,,,N0077792,Birmingham Airport,Solihull,,,,,,0,UKOS,418292,283936,-1.732258387,52.45307812,MET,,,,,,147,2013-10-11T15:36:00,2013-11-06T09:45:00,2,revise,active
9400ZZARAIR1,940GZZARAIR1,,,,Birmingham International Airport (Air-Rail link),,,,,,-,,,,,,,N0077792,Birmingham Airport,Solihull,,,,,,0,UKOS,418291,283935,-1.732273156,52.45306916,PLT,,,,,,147,2013-10-11T15:37:00,2013-10-11T15:38:00,1,revise,active
9400ZZAVBIT,940GZZAVBIT,,,,Bitton (Avon Valley Railway),,,,,,-,,,,,,,E0053695,Bitton,,,,,,,0,UKOS,366990,170257,-2.476214495,51.43034907,MET,,,,,,147,2008-10-10T15:16:00,2008-10-10T16:43:00,1,revise,active
9400ZZAVOLD,940GZZAVOLD,,,,Oldland (Avon Valley Railway),,,,,,-,,,,,,,E0053716,Oldland,Kingswood,,,,,,0,UKOS,367616,171734,-2.46734584,51.44366541,MET,,,,,,147,2008-10-10T15:22:00,2008-10-10T16:44:00,1,revise,active
9400ZZBBHDK,940GZZBBHDK,,,,Horsted Keynes (Bluebell Railway),,,,,,-,,,,,,,E0052197,Horsted Keynes,,,,,,,0,UKOS,537160,129240,-0.044719797,51.04614607,MET,,,,,,147,2008-10-10T15:28:00,2009-01-02T12:52:00,2,revise,active
9400ZZBBHDK1,940GZZBBHDK1,,,,Horsted Keynes (Bluebell Railway),,,,,,-,,,,,,,E0052197,Horsted Keynes,,,,,,,0,UKOS,537161,129241,-0.044705162,51.04615481,PLT,,,,,,147,2010-04-08T18:05:00,2010-04-08T18:13:00,1,revise,active
9400ZZBBKNG,940GZZBBKNG,,,,Kingscote (Bluebell Railway),,,,,,Vowels Lane,,,,,,,N0061435,Kingscote,,,,,,,0,UKOS,536744,135562,-0.048261447,51.10306038,MET,,,,,,147,2010-08-31T09:40:00,2010-08-31T09:42:00,1,revise,active
9400ZZBBKNG1,940GZZBBKNG1,,,,Kingscote (Bluebell Railway),,,,,,Vowels Lane,,,,,,,N0061435,Kingscote,,,,,,,0,UKOS,536755,135562,-0.048104431,51.10305775,PLT,,,,,,147,2010-08-31T09:41:00,2010-08-31T09:42:00,1,revise,active
9400ZZBBSHF,940GZZBBSHF,,,,Sheffield Park (Bluebell Railway),,,,,,-,,,,,,,N0078091,Sheffield Park,,,,,,,0,UKOS,540320,123712,-0.001806984,50.99570493,MET,,,,,,147,2008-10-10T15:30:00,2008-10-10T16:52:00,1,revise,active
9400ZZBBSHF1,940GZZBBSHF1,,,,Sheffield Park (Bluebell Railway),,,,,,-,,,,,,,N0078091,Sheffield Park,,,,,,,0,UKOS,540321,123713,-0.001792357,50.99571367,PLT,,,,,,147,2010-04-08T18:07:00,2010-04-08T18:13:00,1,revise,active
9400ZZBFSHA,940GZZBFSHA,,,,Shackerstone Rail Station (Battlefield Line),,,,,,-,,,,,,,E0047749,Shackerstone,,,,,,,0,UKOS,437910,306507,-1.441016619,52.65497327,MET,,,,,,147,2008-10-10T15:26:00,2010-04-01T16:10:00,2,revise,active
9400ZZBFSHE,940GZZBFSHE,,,,Shenton Rail Station (Battlefield Line),,,,,,-,,,,,,,E0016745,Shenton,,,,,,,0,UKOS,439665,300380,-1.415807674,52.5997709,MET,,,,,,147,2008-10-10T15:27:00,2010-04-01T16:11:00,2,revise,active
9400ZZBKBKH,940GZZBKBKH,,,,Birkhill (Bo’ness & Kinneil Railway),,,,,,Not Specified,,,,,,,ES000405,Boness,,,,,,,0,UKOS,296508,679062,-3.660711499,55.993316,MET,,,,,,147,2007-02-06T11:15:00,2007-02-06T11:15:00,0,new,active
9400ZZBKBON,940GZZBKBON,,,,Bo’ness (Bo’ness & Kinneil Railway),,,,,,Not Specified,,,,,,,ES000405,Boness,,,,,,,0,UKOS,300332,681714,-3.600419026,56.01794436,MET,,,,,,147,2007-02-06T11:15:00,2007-02-06T11:15:00,0,new,active
9400ZZBKKIN,940GZZBKKIN,,,,Kinneil (Bo’ness & Kinneil Railway),,,,,,Not Specified,,,,,,,ES000405,Boness,,,,,,,0,UKOS,298819,681411,-3.624564863,56.01490586,MET,,,,,,147,2007-02-06T11:15:00,2007-02-06T11:15:00,0,new,active
9400ZZBKMAN,940GZZBKMAN,,,,Manuel (Bo'ness & Kinneil Railway),,,,,,-,,,,,,,ES000405,Boness,,,,,,,0,UKOS,296676,677316,-3.657348364,55.97767153,MET,,,,,,147,2013-07-05T11:25:00,2013-07-05T11:25:00,0,new,active
9400ZZBLBAL,940GZZBLBAL,,,,Bala (Bala Lake Railway),,,,,,-,,,,,,,E0054264,Bala,,,,,,,0,UKOS,292971,334985,-3.592659471,52.90161314,MET,,,,,,147,2008-10-10T15:23:00,2008-10-10T16:45:00,1,revise,active
9400ZZBLLGW,940GZZBLLGW,,,,Llangower (Bala Lake Railway),,,,,,-,,,,,,,N0071233,Llangower,,,,,,,0,UKOS,290305,332136,-3.631316217,52.87547496,MET,,,,,,147,2008-10-10T15:24:00,2008-10-10T16:46:00,1,revise,active
9400ZZBLLWC,940GZZBLLWC,,,,Llanuwchllyn (Bala Lake Railway),,,,,,-,,,,,,,E0054305,Llanuwchllyn,,,,,,,0,UKOS,288044,330032,-3.664171469,52.85610316,MET,,,,,,147,2008-10-10T15:25:00,2008-10-10T16:47:00,1,revise,active
9400ZZBPAHM,940GZZBPAHM,,,,Anchorsholme (Blackpool Tramway),,,,Anchorsholme Lane ,,Kelso Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331536,442190,-3.042725712,53.8713808,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:26:00,1,revise,active
9400ZZBPAHM1,940GZZBPAHM1,blpamdwd,,,Anchorsholme (Blackpool Tramway),,,,Anchorsholme Lane,,Kelso Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331539,442190,-3.042680094,53.8713812,PLT,,,,,,147,2007-03-28T09:53:00,2012-04-02T12:27:00,3,revise,active
9400ZZBPAHM2,940GZZBPAHM2,blpamgpw,,,Anchorsholme (Blackpool Tramway),,,,Anchorsholme Lane,,Kelso Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331533,442190,-3.042771329,53.8713804,PLT,,,,,,147,2007-03-28T13:47:00,2012-04-02T12:28:00,1,revise,active
9400ZZBPBEA,940GZZBPBEA,,,,Beach Road (not in use) (Blackpool Tramway),,,,A587 Rossall Road,,Beach Road,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331801,443369,-3.038958849,53.88201066,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T11:56:00,1,revise,inactive
9400ZZBPBEA1,940GZZBPBEA1,lanjtpgp,,,Beach Road (not in use) (Blackpool Tramway),,,,A587 Rossall Road,,Beach Road,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331810,443370,-3.038822185,53.88202084,PLT,,,,,,147,2007-03-28T15:46:00,2012-04-04T11:57:00,1,revise,inactive
9400ZZBPBEA2,940GZZBPBEA2,lanjtmwm,,,Beach Road (not in use) (Blackpool Tramway),,,,A587 Rossall Road,,Beach Road,,,,,,,E0016545,Cleveleys,,,,,,,0,UKOS,331802,443369,-3.038943639,53.8820108,PLT,,,,,,147,2007-03-28T12:44:00,2012-04-04T11:57:00,2,revise,inactive
9400ZZBPBSH,940GZZBPBSH,,,,Bispham (Blackpool Tramway),,,,Queens Promenade,,Red Bank Road,,,,,,,E0035272,Bispham,Blackpool,,,,,,1,UKOS,330793,439751,-3.053472716,53.84936441,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:31:00,1,revise,active
9400ZZBPBSH1,940GZZBPBSH1,blpamgad,,,Bispham (Blackpool Tramway),,,,Queens Promenade,,Red Bank Road,,,,,,,E0035272,Bispham,Blackpool,,,,,,1,UKOS,330791,439721,-3.05349634,53.84909455,PLT,,,,,,147,2007-03-28T10:18:00,2012-04-02T12:32:00,2,revise,active
9400ZZBPBSH2,940GZZBPBSH2,blpamgtp,,,Bispham (Blackpool Tramway),,,,Queens Promenade,,Red Bank Road,,,,,,,E0035272,Bispham,Blackpool,,,,,,1,UKOS,330795,439781,-3.053449092,53.84963427,PLT,,,,,,147,2007-03-28T14:03:00,2012-04-02T12:32:00,1,revise,active
9400ZZBPBTN,940GZZBPBTN,,,,Barton Avenue (not in use) (Blackpool Tramway),,,,Promenade,,Barton Avenue,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330595,434790,-3.055360413,53.8047565,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T11:57:00,1,revise,inactive
9400ZZBPBTN1,940GZZBPBTN1,blpamgjw,,,Barton Avenue (not in use) (Blackpool Tramway),,,,Promenade,,Barton Avenue,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330590,434790,-3.055436321,53.80475583,PLT,,,,,,147,2007-03-28T11:22:00,2012-04-04T11:57:00,1,revise,inactive
9400ZZBPBTN2,940GZZBPBTN2,blpamjdp,,,Barton Avenue (not in use) (Blackpool Tramway),,,,Promenade,,Barton Avenue,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330579,434786,-3.055602416,53.80471842,PLT,,,,,,147,2007-03-28T15:04:00,2012-04-04T11:58:00,1,revise,inactive
9400ZZBPBUT,940GZZBPBUT,,,,Burlington Road West (Blackpool Tramway),,,,South Promenade,,Burlington Road West,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330372,432845,-3.058305653,53.78724806,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:30:00,1,revise,active
9400ZZBPBUT1,940GZZBPBUT1,blpamgmt,,,Burlington Road West (Blackpool Tramway),,,,South Promenade,,Burlington Road West,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330371,432829,-3.058317209,53.78710415,PLT,,,,,,147,2007-03-28T11:42:00,2012-04-02T12:33:00,2,revise,active
9400ZZBPBUT2,940GZZBPBUT2,blpamjgm,,,Burlington Road West (Blackpool Tramway),,,,South Promenade,,Burlington Road West,,,,,,,N0065096,South Shore,Blackpool,,,,,,0,UKOS,330373,432861,-3.058294098,53.78739198,PLT,,,,,,147,2007-03-28T15:20:00,2012-04-02T12:33:00,1,revise,active
9400ZZBPBWR,940GZZBPBWR,,,,Broadwater (Blackpool Tramway),,,,Fleetwood Road,,The Crescent,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,1,UKOS,332280,445800,-3.032211756,53.90391934,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:34:00,1,revise,active
9400ZZBPBWR1,940GZZBPBWR1,lanjtmwa,,,Broadwater (Blackpool Tramway),,,,Fleetwood Road,,The Crescent,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,1,UKOS,332295,445820,-3.031987922,53.90410103,PLT,,,,,,147,2007-03-28T12:38:00,2012-04-02T12:35:00,2,revise,active
9400ZZBPBWR2,940GZZBPBWR2,lanjtpga,,,Broadwater (Blackpool Tramway),,,,Fleetwood Road,,The Crescent,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,1,UKOS,332264,445780,-3.032450805,53.90373752,PLT,,,,,,147,2007-03-28T15:34:00,2012-04-02T12:36:00,1,revise,active
9400ZZBPCBN,940GZZBPCBN,,,,Cabin (Blackpool Tramway),,,,Queens Promenade,,Knowle Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330687,438499,-3.054800749,53.83809933,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:38:00,2,revise,active
9400ZZBPCBN1,940GZZBPCBN1,blpamjaw,,,Cabin (Blackpool Tramway),,,,Queens Promenade,,Knowle Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330690,438499,-3.054755168,53.83809973,PLT,,,,,,147,2007-03-28T14:56:00,2012-04-02T12:37:00,1,revise,active
9400ZZBPCBN2,940GZZBPCBN2,blpamgjd,,,Cabin (Blackpool Tramway),,,,Queens Promenade,,Knowle Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330684,438500,-3.054846556,53.83810791,PLT,,,,,,147,2007-03-28T11:13:00,2012-04-02T12:38:00,2,revise,active
9400ZZBPCHR,940GZZBPCHR,,,,Church Street (not in use) (Blackpool Tramway),,,,Lord Street,,Church Street,,,,,,,E0016612,Freeport,Fleetwood,,,,,,0,UKOS,333793,447941,-3.009651411,53.92335497,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T11:58:00,1,revise,inactive
9400ZZBPCHR1,940GZZBPCHR1,lanjtpdm,,,Church Street (not in use) (Blackpool Tramway),,,,Lord Street,,Church Street,,,,,,,E0016612,Freeport,Fleetwood,,,,,,0,UKOS,333794,447941,-3.009636186,53.9233551,PLT,,,,,,147,2007-03-28T13:03:00,2012-04-04T11:58:00,2,revise,inactive
9400ZZBPCHR2,940GZZBPCHR2,lanjtpmd,,,Church Street (not in use) (Blackpool Tramway),,,,Lord Street,,Church Street,,,,,,,E0016612,Freeport,Fleetwood,,,,,,0,UKOS,333790,447944,-3.009697736,53.92338155,PLT,,,,,,147,2007-03-28T16:05:00,2012-04-04T11:59:00,1,revise,inactive
9400ZZBPCKR,940GZZBPCKR,,,,Cocker Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Cocker Street,,,,,,,E0057144,Blackpool,,,,,,,0,UKOS,330618,436782,-3.055461027,53.82266049,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T11:59:00,1,revise,inactive
9400ZZBPCKR1,940GZZBPCKR1,blpamgag,,,Cocker Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Cocker Street,,,,,,,E0057144,Blackpool,,,,,,,0,UKOS,330619,436782,-3.055445839,53.82266063,PLT,,,,,,147,2007-03-28T10:20:00,2012-04-04T11:59:00,2,revise,inactive
9400ZZBPCKR2,940GZZBPCKR2,blpamgtw,,,Cocker Street (not in use) (Blackpool Tramway),,,,Queens Promenade,,Cocker Street,,,,,,,E0057144,Blackpool,,,,,,,0,UKOS,330607,436791,-3.05563013,53.8227399,PLT,,,,,,147,2007-03-28T14:04:00,2012-04-04T11:59:00,1,revise,inactive
9400ZZBPCLH,940GZZBPCLH,,,,Cliffs Hotel (Blackpool Tramway),,,,Queens Promenade,,King Edward Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330676,438259,-3.054913657,53.83594113,MET,,,,,,147,2007-03-19T00:00:00,2015-03-25T15:08:00,3,revise,active
9400ZZBPCLH1,940GZZBPCLH1,blpamjat,,,Cliffs Hotel (Blackpool Tramway),,,,Queens Promenade,,King Edward Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330679,438259,-3.054868078,53.83594153,PLT,,,,,,147,2007-03-28T14:54:00,2015-03-25T15:09:00,3,revise,active
9400ZZBPCLH2,940GZZBPCLH2,blpamgja,,,Cliffs Hotel (Blackpool Tramway),,,,Queens Promenade,,King Edward Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330672,438260,-3.054974655,53.83594958,PLT,,,,,,147,2007-03-28T11:05:00,2015-03-25T15:09:00,4,revise,active
9400ZZBPCLP,940GZZBPCLP,,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330593,435583,-3.055569841,53.81188246,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:42:00,1,revise,active
9400ZZBPCLP1,940GZZBPCLP1,blpamjdt,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330596,435583,-3.055524288,53.81188286,PLT,,,,,,147,2007-03-28T15:06:00,2012-04-02T12:42:00,1,revise,active
9400ZZBPCLP2,940GZZBPCLP2,blpamgma,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330590,435583,-3.055615393,53.81188206,PLT,,,,,,147,2007-03-28T11:28:00,2012-04-02T12:43:00,2,revise,active
9400ZZBPCLY,940GZZBPCLY,,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331740,442880,-3.039777572,53.8776083,MET,,,,,,147,2007-03-19T00:00:00,2012-04-20T14:21:00,2,revise,active
9400ZZBPCLY1,940GZZBPCLY1,lanjtmwt,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331745,442880,-3.039701532,53.87760896,PLT,,,,,,147,2007-03-28T12:46:00,2012-04-20T14:23:00,4,revise,active
9400ZZBPCLY2,940GZZBPCLY2,lanjtpgw,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331734,442881,-3.039869044,53.8776165,PLT,,,,,,147,2007-03-28T15:49:00,2012-04-20T14:23:00,2,revise,active
9400ZZBPCVD,940GZZBPCVD,,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330780,439438,-3.053599631,53.84654994,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:46:00,1,revise,active
9400ZZBPCVD1,940GZZBPCVD1,blpamgdw,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330783,439435,-3.053553364,53.84652339,PLT,,,,,,147,2007-03-28T11:03:00,2012-04-02T12:47:00,2,revise,active
9400ZZBPCVD2,940GZZBPCVD2,blpamjap,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330777,439441,-3.053645899,53.8465765,PLT,,,,,,147,2007-03-28T14:52:00,2012-04-02T12:47:00,1,revise,active
9400ZZBPFMW,940GZZBPFMW,,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333280,447540,-3.017374101,53.91968551,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPFMW1,940GZZBPFMW1,lanjtpdj,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333282,447538,-3.017343217,53.9196678,PLT,,,,,,147,2007-03-28T13:01:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPFMW2,940GZZBPFMW2,lanjtpma,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333277,447541,-3.01741999,53.91969411,PLT,,,,,,147,2007-03-28T16:03:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPFWF,940GZZBPFWF,,,,Fleetwood Ferry (Blackpool Tramway),,,,Fleetwood Ferry Port,,Queens Terrace,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333907,448410,-3.008017348,53.92758416,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:51:00,1,revise,active
9400ZZBPFWF2,940GZZBPFWF2,lanjtpag,,,Fleetwood Ferry (Blackpool Tramway),,,,Fleetwood Ferry Port,,Queens Terrace,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333907,448410,-3.008017348,53.92758416,PLT,,,,,,147,2007-03-28T12:49:00,2012-04-02T12:51:00,2,revise,active
9400ZZBPFXS,940GZZBPFXS,,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330574,435294,-3.055793056,53.80928285,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:00:00,1,revise,inactive
9400ZZBPFXS1,940GZZBPFXS1,blpamjdw,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330583,435280,-3.055653244,53.80915824,PLT,,,,,,147,2007-03-28T15:09:00,2012-04-04T12:00:00,1,revise,inactive
9400ZZBPFXS2,940GZZBPFXS2,blpamgmd,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330575,435294,-3.055777873,53.80928298,PLT,,,,,,147,2007-03-28T11:32:00,2012-04-04T12:00:00,2,revise,inactive
9400ZZBPGNS,940GZZBPGNS,,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330664,438013,-3.055040391,53.83372888,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPGNS1,940GZZBPGNS1,blpamgda,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330667,438013,-3.054994815,53.83372928,PLT,,,,,,147,2007-03-28T10:53:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPGNS2,940GZZBPGNS2,blpamgwp,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330660,438013,-3.05510116,53.83372834,PLT,,,,,,147,2007-03-28T14:30:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHFD,940GZZBPHFD,,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332610,446477,-3.027339237,53.91004617,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:53:00,1,revise,active
9400ZZBPHFD1,940GZZBPHFD1,lanjtmwd,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332613,446476,-3.027293357,53.91003758,PLT,,,,,,147,2007-03-28T12:40:00,2012-04-02T12:54:00,2,revise,active
9400ZZBPHFD2,940GZZBPHFD2,lanjtpgd,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332607,446479,-3.027385338,53.91006376,PLT,,,,,,147,2007-03-28T15:38:00,2012-04-02T12:54:00,1,revise,active
9400ZZBPHRW,940GZZBPHRW,,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330381,432312,-3.058048524,53.7824595,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHRW1,940GZZBPHRW1,blpamjmd,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330384,432312,-3.058003004,53.7824599,PLT,,,,,,147,2007-03-28T15:28:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHRW2,940GZZBPHRW2,blpamgpm,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330378,432312,-3.058094045,53.7824591,PLT,,,,,,147,2007-03-28T12:17:00,2024-05-29T11:00:00,3,revise,active
